first,gender,N
HELAINE,F,886
JANETT,F,2302
MERRILL,F,1182
RUBYE,F,475
RUTHANNE,F,1423
TARI,F,2101
VERDA,F,693
ANTONETTE,F,4049
CHERRI,F,3801
DONALD,F,2544
JEANE,F,1216
LINDSEY,F,147625
LOREEN,F,2368
NADA,F,2264
SIMONE,F,18603
STARLENE,F,1065
BOBBYE,F,675
CARLYN,F,2727
DOMINGA,F,1097
LYLA,F,2933
OCTAVIA,F,10370
REDA,F,786
RETTA,F,871
WENDIE,F,1993
AIMEE,F,48255
ALANE,F,1546
ARLINDA,F,1233
AUGUSTINE,F,889
JERRILYN,F,795
JOANIE,F,4594
KARREN,F,1416
LENDA,F,438
LESLYE,F,1898
MARQUITA,F,10314
MELODEE,F,1921
MERLENE,F,677
MITTIE,F,533
ROZANNE,F,790
SABRA,F,3452
SHARILYN,F,1302
SHERYLL,F,1134
STARLA,F,7029
STEPHANY,F,11800
VALLORIE,F,93
VERLENE,F,613
WYNONA,F,994
ALANNA,F,14463
BERNETTA,F,1140
CLETA,F,651
CORINA,F,13196
LAURI,F,10837
LAWANA,F,2069
SHERIDAN,F,4281
SHERIE,F,4615
WILLIA,F,485
ANGEL,F,77810
CRUZ,F,1711
DANETTE,F,10003
DONELLA,F,1202
EVIE,F,2683
GEORGIANNE,F,702
JONI,F,27130
JONNA,F,4881
JOYE,F,1627
KATTIE,F,2128
LITA,F,2522
MERRI,F,2881
RHONA,F,1013
SUZIE,F,2807
TAMRA,F,13202
VADA,F,1492
VALENCIA,F,9367
VELIA,F,1281
WILLENE,F,584
AMPARO,F,1686
DALIA,F,8465
DEIDRA,F,9811
FRANCINA,F,1126
LIANE,F,3337
LOVIE,F,1140
NENA,F,3253
RISA,F,3584
RUTHA,F,502
SYBLE,F,486
TANIA,F,24398
TRENA,F,4673
VENUS,F,6820
CATHI,F,2342
CONCEPCION,F,2378
DELFINA,F,1649
DORTHA,F,531
JOHNNA,F,8925
LAVADA,F,1066
LINETTE,F,3785
SHAROL,F,547
SUEANN,F,1653
VESTA,F,934
ARLA,F,840
ARMIDA,F,1502
ARTIE,F,539
BILLY,F,2201
CLAIR,F,2147
DANIEL,F,6956
DAYNA,F,13178
DOVIE,F,1090
FELICE,F,2625
JACQUALINE,F,1658
LAWANNA,F,1825
LILIA,F,7247
LISSA,F,3571
MAREN,F,4902
MARLANE,F,396
MERI,F,2006
MICHELINE,F,993
SAVANNAH,F,100127
SHELA,F,1181
TRESA,F,4095
VERDELL,F,568
CATALINA,F,8162
ELLIE,F,16795
KARLEEN,F,1799
KENNETH,F,3472
LAVINA,F,1657
LENNIE,F,739
MAGNOLIA,F,1519
NICKIE,F,2692
PEARLENE,F,471
RONI,F,3958
ROXY,F,1409
ROYCE,F,872
SIGNE,F,998
UNA,F,1345
VALLI,F,566
VELVA,F,709
ALPHA,F,794
BILLYE,F,599
CECILY,F,5349
DELORA,F,1218
GLORY,F,2385
JENNETTE,F,2211
JOSETTE,F,4914
LANITA,F,2970
LARAE,F,2207
LAURETTE,F,1278
LIDA,F,1179
LISBETH,F,4236
MARGENE,F,437
MERRILEE,F,1199
NINFA,F,1196
OUIDA,F,803
PAIGE,F,106955
RAFAELA,F,1333
RAYE,F,1131
RONNI,F,2596
WENDI,F,14221
CHERILYN,F,2127
DYANN,F,731
ELOIS,F,536
ERNA,F,738
GEMMA,F,3300
GLENNIS,F,726
GWENN,F,1042
LENNA,F,1028
LORRETTA,F,1366
LU,F,2899
MANDY,F,36802
MICHAL,F,2836
NOVELLA,F,1164
NYLA,F,6179
OMA,F,708
RORY,F,2750
STAR,F,5550
VALENTINA,F,8583
ZONA,F,737
ALECIA,F,10849
CARY,F,4491
CHARLEAN,F,614
CHARLYN,F,1209
DALENE,F,1195
DELORISE,F,593
DORTHEA,F,1106
EARTHA,F,1292
GENIE,F,1550
GERALD,F,1093
GERTIE,F,475
HOLLIE,F,16002
JEANENE,F,1663
LUCIE,F,2358
MARCENE,F,471
MARJEAN,F,556
RISE,F,892
ROSALINE,F,1085
STEVEN,F,4280
SUANNE,F,1061
TERRILL,F,491
VIVIEN,F,1706
ANASTASIA,F,25672
ARDELLA,F,528
BELLE,F,2181
BOBETTE,F,878
DENNIS,F,1840
ELIZEBETH,F,1753
ENEDINA,F,1557
ESTA,F,615
FLORIDA,F,396
JANETTA,F,2199
JOELLA,F,1844
JOSEFA,F,1283
LAVINIA,F,1626
LYNDIA,F,614
NOELIA,F,4546
REATHA,F,644
ROBBIN,F,8306
ROSINA,F,1651
SHARLYN,F,989
TESSIE,F,2287
WILLETTE,F,1298
ALEXA,F,69285
ALIDA,F,2014
BETSEY,F,1193
BETTYANN,F,483
BLENDA,F,617
CARIN,F,4219
CLARETHA,F,489
COURTNEY,F,248412
CYDNEY,F,4139
DEEDEE,F,3287
DELL,F,784
FANNY,F,2219
GAILE,F,391
GEORGANNE,F,729
HERMELINDA,F,1344
JETTIE,F,484
KEVIN,F,5054
LAURINE,F,698
LISE,F,2618
LORALEE,F,1172
LORETHA,F,924
MADALINE,F,1546
META,F,1154
MICHAELENE,F,967
MOIRA,F,5295
RAYMOND,F,1680
ROXANE,F,4824
SHERIAN,F,441
SUZY,F,3303
ADRIA,F,4743
ADRIANA,F,63439
ALFREDIA,F,748
BECKIE,F,2247
BERNARDINE,F,569
CECIL,F,626
CHLOE,F,92590
DEVON,F,18617
DORIAN,F,3906
GEORGANNA,F,781
HETTIE,F,538
IONE,F,758
KAYLA,F,289400
LAVONDA,F,3081
LEXIE,F,7012
LUANNA,F,996
LYNELL,F,1565
MARVEL,F,532
MELVIN,F,832
MERCY,F,3474
MICHAELA,F,41124
NATALIA,F,30251
PINKIE,F,508
SHAWNA,F,44474
SHERRELL,F,2409
SIBYL,F,885
ARETHA,F,4319
BELEN,F,5246
BLANCH,F,407
CRISTY,F,7778
ELBA,F,2181
FABIENNE,F,469
HORTENSIA,F,617
JESUSA,F,517
JOHNETTE,F,1492
KAREL,F,688
KATHE,F,737
LANELL,F,1147
LIANNE,F,2536
LORIS,F,527
MAZIE,F,1182
MERILYN,F,662
MICHAELINE,F,466
PENNEY,F,1665
PENNI,F,2324
SAMANTHA,F,487156
SARI,F,2499
SCARLET,F,3929
TRINIDAD,F,1494
TRISHA,F,38275
VAL,F,1177
WALTER,F,1002
WINNIFRED,F,444
ADELIA,F,1250
ADELLE,F,1555
ADRIANE,F,5737
ANGELYN,F,1339
CHERLYN,F,1505
CHRISTEEN,F,897
DEAN,F,848
DELINDA,F,1949
DORINE,F,1184
ELOISA,F,2910
EMMIE,F,1506
GEORGEANNE,F,655
IMA,F,508
JIMMY,F,1201
JUSTINA,F,9710
LESA,F,11246
MONALISA,F,970
PERRY,F,1365
PRICILLA,F,3433
RANDALL,F,1027
SIGRID,F,1071
STACIA,F,7745
SUNNY,F,5740
TERRYL,F,489
WONDA,F,1265
ALETHEA,F,3393
BETHEL,F,1026
CAMELLIA,F,1520
CAROLL,F,505
CASANDRA,F,14641
DEBROAH,F,1409
DYANNE,F,668
ERIKA,F,116005
FLORENE,F,451
FRANCESCA,F,20633
HENRY,F,1211
KANDACE,F,5665
MAMMIE,F,320
MARGARETTA,F,576
MARIJO,F,940
NETA,F,617
QUEENIE,F,854
ROMAINE,F,754
SHAROLYN,F,983
SHEENA,F,21792
SHERIDA,F,792
VALINDA,F,1224
VERONA,F,694
WENDA,F,768
ADELITA,F,1267
ARNITA,F,1373
BARI,F,1554
BERNIECE,F,485
CARON,F,2703
DELORIES,F,321
DORETTA,F,1292
ELEANORA,F,745
ELMIRA,F,662
ERLENE,F,463
FREDDA,F,467
GWYNNE,F,977
JEANNA,F,8222
LARITA,F,1232
LAURICE,F,1027
LONDA,F,1443
MARGE,F,711
MARVIS,F,447
MICHELENE,F,584
NEOMA,F,341
PRINCESS,F,9422
RAELENE,F,1902
RANDIE,F,1365
SARITA,F,4118
SHANNA,F,27454
VERGIE,F,411
VILMA,F,2319
ANNELLE,F,336
ARLETTA,F,681
BERNA,F,413
CHRYSTAL,F,14367
DAHLIA,F,3475
EVELINA,F,1668
INELL,F,321
JACKI,F,3241
JANISE,F,1667
JAY,F,1460
JULENE,F,1251
KARA,F,88155
LAQUITA,F,5640
LOUANNE,F,1184
MARYALICE,F,1144
MICAELA,F,9504
MIGDALIA,F,4172
MYRTICE,F,373
RAY,F,1120
RICKY,F,1588
ROY,F,914
TERESITA,F,2548
TILLIE,F,971
TOMASA,F,928
VINA,F,1044
WANITA,F,948
ADELLA,F,1141
ALETHIA,F,1390
ALEXANDRIA,F,78701
BELIA,F,955
BRONWYN,F,2573
CATHERYN,F,963
CHRISTOPHER,F,9055
CORENE,F,830
DEDE,F,1452
EARLEEN,F,406
ELODIA,F,717
ELVERA,F,405
GLENA,F,385
GLENN,F,864
GWYN,F,1595
JEANA,F,7117
JONELL,F,1474
KANDIS,F,2507
KENNA,F,6131
LEDA,F,1190
MADELON,F,429
MARIJANE,F,751
MARILYNNE,F,226
MARK,F,4036
MAXCINE,F,330
MERILEE,F,859
NANCYE,F,310
NELLA,F,676
NYDIA,F,3123
SANDIE,F,2046
SHARION,F,559
SOLEDAD,F,2314
STEPHEN,F,2481
STEPHENIE,F,5373
THEO,F,270
TONDA,F,2254
VANDA,F,888
VETA,F,527
WILHELMENIA,F,241
ZOLA,F,954
ZORA,F,1328
ALBA,F,3114
ALDA,F,780
ALYSON,F,22048
ANDREE,F,1247
ANNABEL,F,5064
ARCELIA,F,1296
ARLENA,F,1208
ARLETTE,F,2655
BERLINDA,F,893
BLONDELL,F,396
CAMELIA,F,1759
CANDI,F,7076
CANDIDA,F,2869
DOTTY,F,584
ELEASE,F,595
ELNA,F,374
FLORINDA,F,953
FRANK,F,1497
GERRIE,F,699
JACQUALYN,F,788
JANIECE,F,2200
JERYL,F,855
JOEANN,F,606
JOHNIE,F,437
KARI,F,57208
LANE,F,2672
LAURALEE,F,1572
LAVERNA,F,667
LORENZA,F,1337
LOUANNA,F,457
MAROLYN,F,391
MARYLYNN,F,1429
MAXIE,F,623
MICHAELE,F,1305
NICOLA,F,4347
PAMILA,F,641
RANAE,F,1996
RENEA,F,4042
SALLYANN,F,494
SANTOS,F,744
TERYL,F,627
TRICIA,F,39573
VONNA,F,506
CHRISTENA,F,1352
CLARINDA,F,725
DANNIE,F,785
DEBORHA,F,1071
DELORSE,F,544
DESIREE,F,75608
DORATHY,F,252
FLORIA,F,456
FREDERICA,F,1213
GABRIELLE,F,103161
IDELL,F,313
JAYE,F,1965
JENELL,F,2353
JULIENNE,F,1812
KATHERIN,F,2250
LYNNA,F,1246
MARDELL,F,429
MARIANA,F,20920
MIDGE,F,446
MINDA,F,1102
MIRANDA,F,92970
MOZELLE,F,326
NANCE,F,323
NOVA,F,2587
RENAY,F,1749
SUSETTE,F,913
TAMERA,F,13254
THALIA,F,8357
TRESSIE,F,1239
VINNIE,F,519
VIVIENNE,F,1644
CARL,F,1444
CAROLIN,F,749
CHIQUITA,F,5951
COREEN,F,1952
DAWNE,F,2238
DENYSE,F,1089
DEVONA,F,2158
DIEDRE,F,1655
EDA,F,811
FAWN,F,4906
ILEEN,F,753
JACQUIE,F,1044
JAIME,F,48543
JEANNETTA,F,731
JESSE,F,9390
JOEL,F,1881
JOLYNN,F,3681
JONE,F,370
JOVITA,F,1778
KAYLEEN,F,4420
KAYLENE,F,3616
KIRSTEN,F,48972
KIT,F,859
LATRICIA,F,5333
LAUNA,F,1327
LUPITA,F,3575
LYNELLE,F,1881
MARGARITE,F,560
MARICELA,F,11502
MERRILY,F,376
NEDA,F,1290
REBBECCA,F,2101
RENDA,F,966
SHELBA,F,487
SHERILL,F,704
SHERLENE,F,673
SUDIE,F,295
THERESSA,F,1243
THRESA,F,1275
VANITA,F,1297
YOLONDA,F,3709
ARLETHA,F,839
ATHENA,F,15043
BRIGID,F,4843
BRUCE,F,867
CELINE,F,6349
CHERE,F,1177
CONNI,F,806
DAVIDA,F,3332
DEMETRIA,F,9813
EILENE,F,756
ERA,F,639
GENELL,F,658
GREGORY,F,2737
GRETTA,F,1859
GUILLERMINA,F,1496
HONEY,F,2038
INDIA,F,17532
JOANE,F,617
JOEY,F,4855
KANDICE,F,6150
KARMA,F,2615
LARUE,F,436
LEROY,F,412
LOMA,F,318
LOUIS,F,885
LYDA,F,658
MARLINE,F,850
MARNIE,F,5255
ROGER,F,941
SELINA,F,13768
SHARRY,F,678
TANNA,F,2832
TEDDY,F,549
THERESIA,F,982
TIMOTHY,F,4125
VERNIE,F,321
ANNITA,F,884
CINDI,F,7471
CLEMMIE,F,247
DARLYN,F,959
DIANIA,F,478
ESTELL,F,284
EULALIA,F,1061
EYVONNE,F,457
FLOY,F,243
GEORGEANNA,F,798
GIGI,F,3397
JERLEAN,F,151
JOLIE,F,6707
JOLINE,F,1344
JOSLYN,F,5828
JULI,F,5987
LAYNE,F,2779
LETTY,F,1084
MAIDA,F,827
MALLORY,F,42657
MARIAM,F,7129
MARIELLEN,F,702
MARYROSE,F,1227
MEG,F,4803
MERITA,F,607
MICHEL,F,3036
MOZELLA,F,336
OLETA,F,514
PAGE,F,3208
PAULINA,F,11653
REBECA,F,9608
ROSAMOND,F,352
SCHERRY,F,363
SHERAN,F,268
TERESIA,F,981
THEOLA,F,318
TOMMY,F,1455
VALLERIE,F,831
VALLIE,F,444
YOLANDE,F,818
ANDRIA,F,8013
ANNICE,F,579
ARDELL,F,337
ARTHUR,F,999
CARLINE,F,896
CHANA,F,7301
CHARLESETTA,F,763
DARLENA,F,1233
DENNISE,F,2868
DONNALEE,F,389
DONNETTE,F,1012
DOUGLAS,F,1372
EDIE,F,3251
ELENORA,F,305
ETHELYN,F,343
EVETTE,F,5182
FELICITA,F,1198
GENNIE,F,867
GLENDORA,F,776
HORTENSE,F,399
JANEAN,F,1371
JANETH,F,2750
JETTA,F,945
KIMBERLEE,F,16715
KRISTEEN,F,1243
LAJUANA,F,1422
LANNA,F,1322
LAVONIA,F,765
LIANA,F,8702
LORRI,F,7967
LUCILA,F,1627
MADLYN,F,699
MARALYN,F,265
MARETTA,F,493
MARIETTE,F,537
MERRILYN,F,222
MONNA,F,379
NATHALIE,F,10685
NOELLE,F,21526
PHYLLISS,F,235
ROMELIA,F,877
TRESSA,F,4895
TRULA,F,324
VERMA,F,134
AMIE,F,18469
ARMA,F,199
AUDRY,F,1617
CANDEE,F,814
CELINDA,F,931
CEOLA,F,335
CHRISTAL,F,8986
COLENE,F,764
CONCHITA,F,751
DELANA,F,3242
DELPHIA,F,726
DENESE,F,1464
DENNA,F,1984
DIANTHA,F,398
DONETTA,F,1509
DONNIS,F,347
DRU,F,1233
FELECIA,F,9946
JASMINE,F,201949
JERE,F,672
JERLENE,F,219
LANORA,F,1050
LAVERA,F,646
LEANA,F,2586
LINN,F,657
LOREE,F,2122
LORITA,F,903
MARLAINE,F,228
MARYLOUISE,F,583
MAYME,F,480
MIGNON,F,1100
MOZELL,F,252
NADENE,F,759
OLINDA,F,381
PARTHENIA,F,382
PHILLIP,F,1097
PILAR,F,3532
RAYMA,F,368
REMONA,F,874
SHARA,F,4560
SHAREE,F,3641
SHERRYE,F,538
SHIRL,F,1231
SHIRLIE,F,192
TAMI,F,37639
VALDA,F,673
VELINDA,F,785
ALBERT,F,858
ALITA,F,1240
ANNELL,F,195
ANNIS,F,322
ANTHONY,F,5945
ARLEAN,F,422
BLAIR,F,10162
CARLYON,F,290
CHANETA,F,29
CLARINE,F,210
CORALEE,F,770
DANNETTE,F,2032
DEEANN,F,2584
DEVRA,F,713
EARLA,F,215
EMELIA,F,2715
FELIPA,F,710
FLORETTA,F,550
JACKQUELINE,F,1190
JAMESETTA,F,430
JERLINE,F,223
JUAN,F,2133
KELLEY,F,45380
LANETTA,F,920
LANNIE,F,522
LAVONNA,F,1251
LAWRENCE,F,1015
LINDELL,F,205
LINDER,F,216
MADELAINE,F,2074
MADELENE,F,1100
MARCINE,F,393
MARGUERITA,F,632
MARLEE,F,5049
MAURITA,F,511
NORMAN,F,522
NYOKA,F,665
PEARLY,F,264
RANDE,F,152
REITA,F,363
RINDA,F,557
ROSELLEN,F,310
SABINA,F,3924
SHARLET,F,415
SHERREL,F,565
SUSANNAH,F,5661
TERRELL,F,1361
THOMASENA,F,403
VALERY,F,3341
VERSIE,F,364
ZITA,F,864
ADELAIDA,F,1552
ARNETTE,F,625
ARTIS,F,256
BERNIE,F,510
BETTYLOU,F,141
BLYTHE,F,2730
BONNI,F,1156
BURMA,F,142
CAMERON,F,19277
CAROLYNNE,F,586
CHARLOTTA,F,583
DALLAS,F,6912
DARICE,F,1265
DEBERAH,F,331
DELANE,F,679
DONETTE,F,952
DORETHEA,F,447
ELLIS,F,966
EMELDA,F,516
ERMELINDA,F,906
ETHELENE,F,257
FREDRICKA,F,915
GAYNELLE,F,405
GOLDA,F,878
HANNA,F,27715
HAROLD,F,679
JEFFREY,F,3371
JOELLE,F,10197
JOELLYN,F,655
JUDYTH,F,264
KANDRA,F,1276
KARLYN,F,1679
LAINE,F,2192
LAVENIA,F,563
LENITA,F,879
LEONE,F,342
LEONIA,F,285
LIZ,F,7718
LUCI,F,1511
LULU,F,733
LUTRICIA,F,586
LYNDELL,F,363
LYNETTA,F,1297
MADIE,F,262
MARGAREE,F,95
MARSHALL,F,773
MARYETTA,F,314
MAURICE,F,956
MELITA,F,1317
MERNA,F,453
NAOMA,F,254
NORAH,F,3516
ODETTE,F,1339
OSSIE,F,269
PAMLA,F,663
PATRICK,F,2399
RAYNA,F,6196
RAYNETTE,F,604
ROSANA,F,1921
ROSILAND,F,575
SHARRI,F,1210
SHELAGH,F,474
SHERRILYN,F,517
TOMMYE,F,340
TONA,F,1220
VERLINDA,F,558
VERNIA,F,237
ALEASE,F,434
ALESIA,F,6844
ALMEDA,F,465
ALTHA,F,290
ANNAMAE,F,498
BELLA,F,9054
BONNEY,F,281
BRUNILDA,F,974
CATHE,F,198
CATHLENE,F,728
CELESTA,F,873
CHRISTIANE,F,2098
COOKIE,F,451
CREOLA,F,223
CURTIS,F,1181
CYNDA,F,509
DANITA,F,7256
DARCEL,F,1240
DARLYNE,F,356
DARRELL,F,841
DEL,F,354
DEVORAH,F,2462
DOREATHA,F,438
EVELINE,F,797
FREDERICKA,F,953
GENEVIA,F,378
GEORGENA,F,327
GLENNIE,F,226
GWYNN,F,566
HARLENE,F,265
INES,F,2373
JACINTA,F,2745
JACQUELYNNE,F,652
JENETTE,F,1459
JENNA,F,123676
JERALYN,F,934
JOSE,F,3296
KATHELEEN,F,683
KATHLEENE,F,208
KERRI,F,36438
LEESA,F,4051
LEZLIE,F,2146
LOREN,F,10529
MARGURITE,F,336
MARYANNA,F,1164
MONNIE,F,336
NADIA,F,27690
NELLY,F,4188
NOELLA,F,708
ODELL,F,291
ODILIA,F,561
OZELLA,F,284
PEARLEAN,F,199
PEG,F,439
PRECIOUS,F,15582
RUBIE,F,877
SANDEE,F,1359
SHARMON,F,427
SHELLA,F,945
SHEREE,F,13313
STACIE,F,38351
TERRYE,F,400
TOMI,F,2222
WILHEMINA,F,458
ZENA,F,3204
ALEDA,F,336
ALMETA,F,432
ANNABELL,F,1362
ARDEN,F,2298
ARDYCE,F,116
ARLYS,F,206
AVON,F,259
BIANCA,F,58829
BIRTHA,F,159
CANDELARIA,F,1215
CARYLON,F,365
CELINA,F,11088
CHARLENA,F,1288
CLARISE,F,607
CLEOPATRA,F,927
DARILYN,F,531
DEDRA,F,4307
DIONNE,F,9304
ELANE,F,438
FAE,F,310
FREEDA,F,327
GARNETT,F,331
GERIANNE,F,506
HARRIETTA,F,143
JADE,F,51432
JANITA,F,1440
JANITH,F,181
JERELYN,F,528
JESUSITA,F,636
JOLINDA,F,833
JORETTA,F,329
KANDI,F,5354
KEITH,F,1840
LEANDRA,F,5601
LESLI,F,4987
LIN,F,724
LINNA,F,385
LORRINE,F,398
LORRY,F,951
LYNNDA,F,411
LYNNEA,F,1196
MALISSA,F,7277
MELDA,F,309
MELONIE,F,4885
MIA,F,80308
NANA,F,1166
NEREIDA,F,3364
ORETHA,F,319
ORPHA,F,342
PATSEY,F,144
PAULENE,F,446
RACHEAL,F,9441
ROSILYN,F,388
SARALEE,F,289
SHARLOTTE,F,581
SHERLEY,F,627
SHIRLY,F,468
SONJIA,F,871
SULEMA,F,1416
SUZZANNE,F,581
TERRE,F,733
TOBI,F,2506
TONY,F,2085
TRACIE,F,32231
VEOLA,F,218
WYLENE,F,315
WYNNE,F,877
ZANA,F,1288
ALEAN,F,163
ALLEAN,F,170
ALLEN,F,900
ANNETT,F,803
ARLETA,F,268
BEVERLYN,F,393
BONNA,F,265
BONNITA,F,419
CANDANCE,F,2177
CAPRICE,F,2974
CHANDRA,F,17056
CHRISTIANA,F,7584
CINDERELLA,F,380
CORALIE,F,601
COZETTE,F,731
DARNELLA,F,584
DEBORAHA,F,353
DELENA,F,1544
DELTA,F,1336
DIANNIA,F,333
DUANE,F,389
ELAINA,F,12043
ELENOR,F,334
EMMY,F,2830
ENRIQUETA,F,641
ERNEST,F,668
EVALYN,F,1051
EVELENA,F,244
FILOMENA,F,997
GENOVEVA,F,1073
GERTHA,F,208
GWENDOLYNN,F,760
HOLLACE,F,128
IZETTA,F,278
JACKLYNN,F,1444
JACQUETTA,F,1361
JAYNIE,F,735
JENA,F,12015
JOANNIE,F,1372
JODELL,F,676
JULEE,F,2440
JULIEANN,F,2593
KEITHA,F,1056
KERRIE,F,8448
KONNIE,F,877
LANELLE,F,654
LARRAINE,F,529
LAURAL,F,845
LAURINDA,F,1153
LEONARD,F,563
LETHIA,F,297
LISABETH,F,1155
LOUETTA,F,282
LOY,F,256
LUBA,F,270
MAHALA,F,1185
MARCELENE,F,239
MARGARETE,F,593
MARRY,F,683
MAUD,F,282
MAURENE,F,212
MELVIA,F,328
MERIDITH,F,2418
MICHELINA,F,696
MIRA,F,4067
NETTA,F,287
PIA,F,2045
RHETA,F,233
RICKEY,F,511
ROZANNA,F,341
SANDRIA,F,488
SHAWNEE,F,3663
SHERALYN,F,464
SHERIL,F,623
SUNDAY,F,1568
SUZI,F,1054
TEDDI,F,1396
TERRESA,F,1498
THYRA,F,396
TILDA,F,365
TINY,F,499
TYRA,F,12906
VERLINE,F,218
VERNELLE,F,218
VERNETTE,F,541
WAYNE,F,803
WENDOLYN,F,1036
WILLETTA,F,587
ALOMA,F,247
ANDREW,F,3968
ANGELIQUE,F,21781
ANNALEE,F,2455
ARDYTH,F,128
ARLYNE,F,234
AUDRA,F,19470
AUGUSTINA,F,896
BARBIE,F,3465
BEBE,F,351
BLONDIE,F,171
BONNE,F,183
BRENNA,F,22475
BUNNIE,F,443
CANDIE,F,2837
CARMAN,F,1928
CAROLA,F,525
CHARLSIE,F,683
CHARLYNE,F,413
DAGMAR,F,465
DANN,F,1032
DARBY,F,6063
DARLEAN,F,587
DEBBI,F,2881
DENNIE,F,353
DORITA,F,513
DYAN,F,1714
EARLIE,F,149
EARNEST,F,252
ELDORA,F,341
ELIN,F,830
ERMINIA,F,437
EUDORA,F,357
EVERLENA,F,119
FABIAN,F,314
FRANCE,F,502
GILLIAN,F,13389
GLADIS,F,1405
GLEE,F,195
GRACIA,F,815
HARRY,F,445
JACOLYN,F,255
JAMEY,F,2750
JEANELLE,F,1503
JEANMARIE,F,2095
JINX,F,93
JOHNSIE,F,167
JON,F,909
KATINA,F,10938
LADENE,F,75
LAVETA,F,443
LINNETTE,F,1001
LOLETA,F,395
LOUIE,F,268
MALVINA,F,174
MARALEE,F,468
MARCELINE,F,480
MARLYNE,F,207
MARLYNN,F,525
MARTIE,F,809
MARTINE,F,2206
MARVINE,F,96
MARYHELEN,F,604
MAYBELLE,F,279
MERIBETH,F,382
MERLINE,F,270
MICKY,F,465
MONTA,F,296
NANCEY,F,322
PATIENCE,F,6468
PRINCELLA,F,303
REA,F,829
RENATA,F,5100
ROSELLE,F,716
ROZELLA,F,350
RUSSELL,F,910
SALLYE,F,261
SAMUEL,F,1876
SHARIE,F,1720
SHELVA,F,242
SUNDRA,F,472
SYNTHIA,F,2040
TANIS,F,765
TAWANA,F,6436
TEDDIE,F,520
TERETHA,F,417
THERSA,F,813
TONJA,F,6885
VALERI,F,1648
VELVET,F,2766
VENA,F,657
VERDIE,F,194
VERLIE,F,183
WENDELIN,F,346
ZULEMA,F,2499
ALAINE,F,989
ALEXIA,F,28562
ALFREIDA,F,239
ALVERA,F,265
ALVIN,F,479
ARCHIE,F,158
ARIE,F,930
AVERY,F,32466
BARB,F,3646
BECKI,F,2379
BOBBETTE,F,451
CARLIN,F,1351
CHARISSE,F,5123
CHARLET,F,387
CLARENCE,F,552
CLARENE,F,112
CLARETTA,F,273
CLAUDIE,F,297
CORRINNE,F,1079
CURLEY,F,124
CYNDI,F,3400
DELENE,F,507
DEVORA,F,1518
DORTHEY,F,219
DYANE,F,301
EARL,F,533
ELANA,F,6144
ELINDA,F,207
ELLIN,F,139
ELONA,F,556
ELVIE,F,195
ELVINA,F,471
EMOGENE,F,194
ENEDELIA,F,559
ERLINE,F,208
EUGENE,F,771
FATIMA,F,18694
FRANCENA,F,212
GAILA,F,405
GARNETTE,F,167
GAYL,F,360
GENELLE,F,1000
GLENNDA,F,398
HILMA,F,106
HINDA,F,603
JACQUELENE,F,858
JACQULIN,F,470
JERILYNN,F,772
JOELENE,F,867
JOHNA,F,2144
JOLYN,F,1695
JONELLE,F,2657
JONETTE,F,1049
JONNI,F,1061
JORJA,F,1229
KATHYLEEN,F,313
LADONA,F,496
LANDA,F,511
LARA,F,22851
LAREE,F,877
LEANORA,F,535
LIVIA,F,2982
LORY,F,2090
LUBERTA,F,112
MAPLE,F,350
MARDI,F,770
MARGRETT,F,205
MARYE,F,355
MARYLAND,F,307
MAYBELL,F,129
MICHEAL,F,1710
NEILA,F,555
NEVADA,F,1153
NILSA,F,1716
ODELIA,F,639
ONEIDA,F,987
RAEANN,F,3293
RINA,F,2951
ROSALINA,F,1891
SAMELLA,F,227
SAMMY,F,696
SHARRIE,F,641
SHELLI,F,6934
SHERRA,F,745
SHERRAL,F,139
STEPHANIA,F,1809
TAMAR,F,4525
TESSA,F,30558
THRESSA,F,402
TIFFANY,F,325937
TREASA,F,1548
TROY,F,1987
VANA,F,323
VERNON,F,425
VIVA,F,490
WAVA,F,171
YVONNA,F,777
ZULA,F,148
ADINA,F,4524
ALENA,F,7648
ALISA,F,30202
ALISSA,F,32086
ALVERTA,F,177
ALYSE,F,5313
ANISE,F,708
ANTONINA,F,1281
ARDELIA,F,297
ARETTA,F,267
ARGIE,F,162
ARMANDINA,F,461
BARRIE,F,1326
BEA,F,445
BEAULAH,F,105
BIRDIA,F,48
BRYNN,F,9058
BULAH,F,81
CARITA,F,691
CARLEAN,F,221
CARLOTA,F,645
CAROLENE,F,285
CASEY,F,71026
CHARI,F,1094
CHARLAINE,F,163
CHARLEE,F,2693
CHARLETTA,F,959
CHARMAYNE,F,1199
CHARYL,F,602
CHERYLENE,F,224
CHYREL,F,206
CLASSIE,F,363
CLYDE,F,233
COLETTA,F,658
CORRIE,F,5979
DAISEY,F,1134
DAMARIS,F,8627
DANNY,F,1214
DARCIE,F,5153
DEA,F,1212
DEEDRA,F,2086
DELBRA,F,319
DELPHA,F,172
DEVONNA,F,1481
DON,F,454
DORIE,F,1441
EDDA,F,226
EVELYNE,F,758
FARA,F,836
FAYETTA,F,330
FERNE,F,203
FLO,F,209
FLORANCE,F,248
FORESTINE,F,85
GALA,F,1083
GENETTE,F,340
GINETTE,F,803
GLEN,F,412
GLENICE,F,202
GWYNETH,F,2730
HEIDE,F,2022
HELGA,F,826
HENRI,F,175
HILDRED,F,75
HONORA,F,414
ILEAN,F,180
IRISH,F,1072
JANINA,F,2070
